lofi_n,load_awareness,lofi_delta,link_failure_rate,test,drop_rate,delay,throughput,control_overhead,ttl_rate,no_entry_rate
-1,False,0.05,0.05,3,2.6%,93.3,0.030554,0.035992,0.00,0.01
-1,False,0.05,0.05,4,4.7%,91.5,0.049050,0.033717,0.00,0.02
-1,False,0.05,0.05,5,5.4%,99.7,0.041029,0.038068,0.00,0.01
-1,False,0.05,0.05,6,4.2%,101.3,0.033771,0.034423,0.00,0.00
-1,False,0.05,0.05,7,3.5%,100.3,0.041253,0.035274,0.00,0.01
-1,False,0.05,0.05,8,5.6%,90.3,0.034100,0.040201,0.00,0.01
-1,False,0.05,0.05,9,3.2%,102.4,0.038331,0.034075,0.00,0.01
-1,False,0.05,0.05,10,7.5%,92.4,0.045058,0.043526,0.00,0.01
-1,False,0.05,0.05,11,3.1%,101.0,0.033454,0.037050,0.00,0.01
-1,False,0.05,0.05,12,4.2%,90.9,0.049034,0.035567,0.00,0.02
-1,False,0.05,0.05,13,6.3%,95.1,0.035637,0.032760,0.00,0.02
-1,False,0.05,0.05,14,8.2%,91.3,0.040081,0.043939,0.00,0.04
-1,False,0.05,0.05,15,3.3%,91.1,0.035001,0.038897,0.00,0.01
-1,False,0.05,0.05,16,3.4%,101.6,0.032122,0.039044,0.00,0.00
-1,False,0.05,0.05,17,8.3%,85.3,0.031946,0.037494,0.00,0.04
-1,False,0.05,0.05,18,3.2%,100.2,0.038840,0.036033,0.00,0.00
-1,False,0.05,0.05,19,7.1%,89.9,0.039369,0.041049,0.00,0.05
-1,False,0.05,0.05,20,2.8%,95.1,0.035002,0.037964,0.00,0.00
-1,False,0.05,0.05,21,5.4%,100.1,0.037348,0.042522,0.00,0.01
-1,False,0.05,0.05,22,5.3%,101.6,0.032543,0.041062,0.00,0.01
-1,False,0.05,0.05,23,6.8%,93.6,0.031538,0.038352,0.00,0.00
-1,False,0.05,0.05,24,8.4%,90.2,0.029129,0.034426,0.00,0.04
-1,False,0.05,0.05,25,5.5%,94.8,0.036119,0.040198,0.00,0.03
-1,False,0.05,0.05,26,3.1%,90.2,0.034346,0.039260,0.00,0.01
-1,False,0.05,0.05,27,1.9%,101.1,0.032502,0.037592,0.00,0.00
-1,False,0.05,0.05,28,5.8%,93.5,0.031546,0.034672,0.00,0.04
-1,False,0.05,0.05,29,4.0%,101.4,0.033871,0.037072,0.00,0.02
-1,False,0.05,0.05,30,5.6%,93.1,0.038779,0.039956,0.00,0.02
-1,False,0.05,0.05,31,3.3%,99.7,0.028646,0.032771,0.00,0.01
-1,False,0.05,0.05,32,3.6%,91.7,0.033782,0.036115,0.00,0.01
-1,False,0.05,0.05,33,4.7%,91.5,0.032563,0.034542,0.00,0.01
-1,False,0.05,0.05,34,4.2%,101.1,0.039053,0.039565,0.00,0.01
-1,False,0.05,0.05,35,5.2%,90.7,0.039349,0.038698,0.00,0.01
-1,False,0.05,0.05,1,2.7%,100.9,0.022908,0.028509,0.00,0.00
-1,False,0.05,0.05,2,2.3%,90.0,0.025973,0.031247,0.00,0.00
-1,False,0.05,0.05,3,4.0%,97.3,0.022774,0.026556,0.00,0.02
-1,False,0.05,0.05,4,3.3%,93.7,0.024178,0.029663,0.00,0.01
-1,False,0.05,0.05,5,5.7%,93.0,0.022590,0.027193,0.00,0.02
-1,False,0.05,0.05,1,8.1%,87.3,0.029888,0.034416,0.00,0.04
-1,False,0.05,0.05,2,3.3%,97.3,0.033206,0.040199,0.00,0.00
-1,False,0.05,0.05,3,3.2%,97.7,0.033976,0.041270,0.00,0.01
-1,False,0.05,0.05,4,3.5%,97.4,0.030327,0.035474,0.00,0.01
-1,False,0.05,0.05,5,5.7%,89.9,0.030471,0.038739,0.00,0.02
-1,False,0.05,0.05,6,4.8%,100.2,0.030696,0.038006,0.00,0.03
-1,False,0.05,0.05,7,3.4%,88.2,0.034284,0.038395,0.00,0.01
-1,False,0.05,0.05,8,4.4%,89.3,0.041481,0.037817,0.00,0.00
-1,False,0.05,0.05,9,7.4%,93.5,0.033955,0.040030,0.00,0.03
-1,False,0.05,0.05,10,5.1%,99.9,0.030861,0.040243,0.00,0.01
1,False,0.05,0.05,1,15.5%,112.2,0.213481,0.000980,0.12,0.00
1,False,0.05,0.05,2,13.9%,113.3,0.222205,0.000551,0.11,0.00
1,False,0.05,0.05,3,6.8%,105.0,0.204448,0.000931,0.03,0.00
1,False,0.05,0.05,4,16.0%,110.3,0.210153,0.000664,0.12,0.00
1,False,0.05,0.05,5,6.8%,105.0,0.208133,0.000794,0.03,0.00
1,False,0.05,0.05,6,6.9%,108.4,0.201075,0.000790,0.03,0.00
1,False,0.05,0.05,7,7.5%,105.1,0.216758,0.000831,0.03,0.00
1,False,0.05,0.05,8,7.1%,108.2,0.216643,0.000893,0.04,0.00
1,False,0.05,0.05,9,6.8%,105.0,0.230543,0.000879,0.03,0.00
1,False,0.05,0.05,10,9.1%,111.1,0.234092,0.000576,0.06,0.00
1,False,0.05,0.05,11,3.6%,106.0,0.234920,0.000707,0.00,0.00
1,False,0.05,0.05,12,5.8%,110.3,0.200495,0.000802,0.02,0.00
1,False,0.05,0.05,13,3.6%,105.8,0.209717,0.000823,0.00,0.00
1,False,0.05,0.05,14,8.7%,111.9,0.200350,0.000909,0.05,0.00
1,False,0.05,0.05,15,6.0%,108.9,0.207557,0.000764,0.03,0.00
1,False,0.05,0.05,16,10.5%,107.6,0.198986,0.000834,0.06,0.00
2,False,0.05,0.05,1,3.9%,109.5,0.224180,0.001622,0.02,0.00
2,False,0.05,0.05,2,8.0%,108.3,0.208787,0.001587,0.05,0.00
2,False,0.05,0.05,3,3.6%,110.2,0.209696,0.001554,0.02,0.00
2,False,0.05,0.05,4,7.2%,111.5,0.224112,0.001365,0.06,0.00
3,False,0.05,0.05,1,1.6%,106.5,0.210122,0.002027,0.00,0.00
3,False,0.05,0.05,2,3.9%,109.2,0.206582,0.002217,0.02,0.00
3,False,0.05,0.05,3,5.5%,108.8,0.221053,0.001994,0.03,0.00
3,False,0.05,0.05,4,2.3%,109.4,0.215993,0.002423,0.01,0.00
3,False,0.05,0.05,5,1.4%,106.7,0.237906,0.002315,0.00,0.00
4,False,0.05,0.05,1,1.4%,102.3,0.231027,0.002873,0.00,0.00
4,False,0.05,0.05,2,1.4%,102.3,0.216799,0.003221,0.00,0.00
4,False,0.05,0.05,3,4.0%,104.9,0.231353,0.003076,0.03,0.00
4,False,0.05,0.05,4,4.0%,104.8,0.207639,0.003501,0.03,0.00
4,False,0.05,0.05,5,1.6%,102.6,0.211147,0.003794,0.00,0.00
5,False,0.05,0.05,1,1.5%,111.5,0.199883,0.004227,0.00,0.00
5,False,0.05,0.05,2,1.5%,111.3,0.212607,0.004341,0.00,0.00
5,False,0.05,0.05,3,3.1%,113.1,0.212300,0.003992,0.01,0.00
5,False,0.05,0.05,4,2.5%,115.1,0.209086,0.004418,0.01,0.00
5,False,0.05,0.05,5,5.0%,111.0,0.221341,0.004421,0.03,0.00
6,False,0.05,0.05,1,1.6%,103.5,0.202050,0.005143,0.00,0.00
6,False,0.05,0.05,2,5.3%,103.6,0.142809,0.005309,0.03,0.00
6,False,0.05,0.05,3,4.0%,106.5,0.136844,0.005154,0.02,0.00
6,False,0.05,0.05,4,2.1%,104.2,0.137490,0.006006,0.00,0.00
6,False,0.05,0.05,5,2.0%,104.7,0.123036,0.006094,0.00,0.00
6,False,0.05,0.05,6,2.0%,104.4,0.142757,0.005198,0.00,0.00
6,False,0.05,0.05,7,1.5%,104.2,0.134311,0.005451,0.00,0.00
6,False,0.05,0.05,8,5.0%,103.4,0.131473,0.005482,0.03,0.00
6,False,0.05,0.05,9,2.4%,106.8,0.145956,0.005138,0.01,0.00
6,False,0.05,0.05,10,1.5%,104.0,0.136803,0.005136,0.00,0.00
6,False,0.05,0.05,11,2.2%,108.2,0.144501,0.005443,0.01,0.00
6,False,0.05,0.05,12,5.3%,102.7,0.136977,0.005456,0.03,0.00
6,False,0.05,0.05,13,5.6%,106.1,0.125241,0.005632,0.03,0.00
6,False,0.05,0.05,14,2.8%,107.8,0.143506,0.005314,0.01,0.00
6,False,0.05,0.05,15,1.8%,104.4,0.131493,0.005647,0.00,0.00
6,False,0.05,0.05,16,4.1%,106.4,0.132673,0.005276,0.03,0.00
6,False,0.05,0.05,17,1.5%,104.2,0.121654,0.006068,0.00,0.00
6,False,0.05,0.05,18,1.6%,104.1,0.131402,0.005249,0.00,0.00
6,False,0.05,0.05,19,2.0%,105.0,0.148344,0.005245,0.00,0.00
6,False,0.05,0.05,20,1.6%,104.4,0.136270,0.005069,0.00,0.00
6,False,0.05,0.05,21,1.6%,104.1,0.144050,0.005090,0.00,0.00
6,False,0.05,0.05,22,1.7%,104.2,0.152034,0.005147,0.00,0.00
6,False,0.05,0.05,23,1.6%,104.4,0.145330,0.005344,0.00,0.00
6,False,0.05,0.05,24,1.6%,104.3,0.135358,0.005505,0.00,0.00
6,False,0.05,0.05,25,5.5%,106.5,0.134774,0.005222,0.03,0.00
6,False,0.05,0.05,26,4.9%,103.3,0.149196,0.005112,0.03,0.00
6,False,0.05,0.05,27,1.6%,104.2,0.136147,0.005318,0.00,0.00
6,False,0.05,0.05,28,1.8%,104.3,0.138534,0.005399,0.00,0.00
6,False,0.05,0.05,29,1.6%,104.3,0.135941,0.005255,0.00,0.00
6,False,0.05,0.05,30,2.4%,107.0,0.135869,0.005454,0.01,0.00
6,False,0.05,0.05,31,5.1%,99.4,0.150146,0.002905,0.03,0.00
6,False,0.05,0.05,32,4.9%,103.4,0.143816,0.005411,0.03,0.00
6,False,0.05,0.05,33,3.9%,108.2,0.154733,0.005790,0.02,0.00
6,False,0.05,0.05,34,1.8%,104.4,0.137448,0.005796,0.00,0.00
6,False,0.05,0.05,35,2.2%,104.2,0.130306,0.005561,0.00,0.00
6,False,0.05,0.05,36,1.5%,104.4,0.129813,0.005439,0.00,0.00
6,False,0.05,0.05,37,4.5%,105.6,0.150660,0.005130,0.03,0.00
6,False,0.05,0.05,38,1.7%,106.0,0.125733,0.005604,0.00,0.00
6,False,0.05,0.05,39,1.9%,104.5,0.140114,0.005092,0.00,0.00
6,False,0.05,0.05,40,1.7%,104.3,0.145740,0.005522,0.00,0.00
6,False,0.05,0.05,41,5.0%,103.4,0.146335,0.005373,0.03,0.00
6,False,0.05,0.05,42,5.4%,103.5,0.133095,0.005356,0.03,0.00
6,False,0.05,0.05,43,1.6%,104.2,0.119716,0.006218,0.00,0.00
6,False,0.05,0.05,44,2.1%,104.5,0.126781,0.005880,0.00,0.00
6,False,0.05,0.05,45,1.5%,104.1,0.129937,0.005716,0.00,0.00
6,False,0.05,0.05,46,5.2%,103.4,0.142451,0.005468,0.03,0.00
6,False,0.05,0.05,47,5.4%,103.1,0.140054,0.005463,0.03,0.00
6,False,0.05,0.05,48,2.6%,106.4,0.135132,0.005506,0.01,0.00
6,False,0.05,0.05,49,1.4%,104.1,0.149441,0.004989,0.00,0.00
6,False,0.05,0.05,50,4.3%,106.2,0.134774,0.005211,0.03,0.00
6,False,0.05,0.05,1,5.0%,103.6,0.194858,0.005436,0.03,0.00
6,False,0.05,0.05,2,1.7%,104.2,0.141416,0.005340,0.00,0.00
6,False,0.05,0.05,3,4.9%,103.3,0.147381,0.004885,0.03,0.00
6,False,0.05,0.05,4,1.8%,104.3,0.129465,0.005510,0.00,0.00
6,False,0.05,0.05,5,5.0%,103.5,0.129413,0.005790,0.03,0.00
6,False,0.05,0.05,6,4.6%,106.0,0.144071,0.005104,0.03,0.00
6,False,0.05,0.05,7,1.5%,104.2,0.139918,0.005799,0.00,0.00
6,False,0.05,0.05,8,4.0%,106.5,0.132158,0.005587,0.03,0.00
6,False,0.05,0.05,9,5.0%,103.2,0.127812,0.005474,0.03,0.00
6,False,0.05,0.05,10,4.9%,103.4,0.122186,0.005511,0.03,0.00
6,False,0.05,0.05,11,2.5%,107.1,0.124514,0.005952,0.01,0.00
6,False,0.05,0.05,12,1.5%,104.1,0.129485,0.005715,0.00,0.00
6,False,0.05,0.05,13,1.6%,104.2,0.138135,0.005101,0.00,0.00
6,False,0.05,0.05,14,1.5%,104.0,0.122095,0.005713,0.00,0.00
6,False,0.05,0.05,15,1.6%,104.4,0.120106,0.006271,0.00,0.00
6,False,0.05,0.05,16,5.0%,103.5,0.142544,0.005543,0.02,0.00
6,False,0.05,0.05,17,1.8%,104.2,0.128724,0.005427,0.00,0.00
6,False,0.05,0.05,18,1.7%,104.1,0.124780,0.005404,0.00,0.00
6,False,0.05,0.05,19,1.5%,104.3,0.127311,0.005418,0.00,0.00
6,False,0.05,0.05,20,5.0%,103.3,0.137398,0.005585,0.03,0.00
6,False,0.05,0.05,21,4.1%,105.0,0.129855,0.005558,0.02,0.00
6,False,0.05,0.05,22,4.4%,105.8,0.153049,0.005222,0.03,0.00
6,False,0.05,0.05,23,4.6%,104.9,0.125221,0.005564,0.03,0.00
6,False,0.05,0.05,24,1.6%,104.1,0.124946,0.005545,0.00,0.00
6,False,0.05,0.05,25,1.7%,104.3,0.132968,0.005417,0.00,0.00
6,False,0.05,0.05,26,2.4%,108.5,0.134691,0.005214,0.01,0.00
6,False,0.05,0.05,27,1.7%,104.3,0.141386,0.005348,0.00,0.00
6,False,0.05,0.05,28,4.0%,106.6,0.135276,0.005281,0.03,0.00
6,False,0.05,0.05,29,5.0%,103.5,0.142605,0.005514,0.03,0.00
6,False,0.05,0.05,30,1.6%,104.1,0.134466,0.005063,0.00,0.00
6,False,0.05,0.05,31,4.6%,104.3,0.140789,0.005066,0.03,0.00
6,False,0.05,0.05,32,4.8%,104.2,0.141683,0.005259,0.03,0.00
6,False,0.05,0.05,33,1.6%,104.4,0.131432,0.005472,0.00,0.00
6,False,0.05,0.05,34,1.6%,104.4,0.137047,0.005300,0.00,0.00
6,False,0.05,0.05,35,2.2%,104.6,0.108535,0.005845,0.00,0.00
6,False,0.05,0.05,36,5.0%,103.4,0.136291,0.005300,0.03,0.00
6,False,0.05,0.05,37,2.5%,107.1,0.134909,0.004938,0.01,0.00
6,False,0.05,0.05,38,1.6%,104.7,0.131689,0.005419,0.00,0.00
6,False,0.05,0.05,39,1.7%,104.4,0.132684,0.004961,0.00,0.00
6,False,0.05,0.05,40,4.4%,105.0,0.137643,0.004939,0.03,0.00
6,False,0.05,0.05,41,1.6%,105.3,0.141037,0.005510,0.00,0.00
6,False,0.05,0.05,42,1.9%,104.5,0.128574,0.005635,0.00,0.00
6,False,0.05,0.05,43,1.5%,100.2,0.141536,0.002941,0.00,0.00
6,False,0.05,0.05,44,4.9%,103.1,0.138249,0.005514,0.03,0.00
6,False,0.05,0.05,45,1.6%,104.2,0.143177,0.005225,0.00,0.00
6,False,0.05,0.05,46,1.7%,105.6,0.132376,0.005802,0.00,0.00
6,False,0.05,0.05,47,2.1%,107.1,0.138536,0.005586,0.01,0.00
6,False,0.05,0.05,48,1.5%,104.0,0.132273,0.005293,0.00,0.00
6,False,0.05,0.05,1,1.8%,104.3,0.228423,0.005701,0.00,0.00
6,False,0.05,0.05,1,4.1%,106.8,0.140565,0.004996,0.03,0.00
0,False,0.05,0.05,1,11.3%,106.7,0.141620,0.000000,0.07,0.00
0,False,0.05,0.05,2,8.0%,107.4,0.149451,0.000000,0.04,0.00
0,False,0.05,0.05,3,7.3%,110.9,0.141980,0.000000,0.06,0.00
0,False,0.05,0.05,4,7.9%,107.5,0.147001,0.000000,0.04,0.00
0,False,0.05,0.05,5,2.7%,108.3,0.149534,0.000000,0.01,0.00
